            atom_x             atom_y             atom_z           atom_Num  
     -1.3983973322       0.0000000000       0.0000000000       1.0000000000 
      0.0000000000       0.0000000000       0.0000000000       1.0000000000 

          center_x           center_y           center_z                 amplitude                     decay
     -1.3983973322       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
     -1.3983973322       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
     -1.3983973322       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
     -1.3983973322       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
     -1.3983973322       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
     -1.3983973322       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
     -1.3983973322       0.0000000000       0.0000000000              0.0484204377              7.5979920898 
     -1.3983973322       0.0000000000       0.0000000000             -1.6148539029              0.6812578838 
     -1.3983973322       0.0000000000       0.0000000000              2.5664223098              0.6812578518 
      0.0000000000       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
      0.0000000000       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
      0.0000000000       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
      0.0000000000       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
      0.0000000000       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
      0.0000000000       0.0000000000       0.0000000000              0.0000000000              0.0000000000 
      0.0000000000       0.0000000000       0.0000000000              0.0484204377              7.5979920898 
      0.0000000000       0.0000000000       0.0000000000             -1.6148539029              0.6812578838 
      0.0000000000       0.0000000000       0.0000000000              2.5664223098              0.6812578518 
