           theta_x            theta_y            theta_z                 dx                 dy                 dz 
    0.000000000000     0.000000000000    -0.000000000000    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.065449848771    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.130899697542    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.196349546313    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.261799395084    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.327249228954    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.392699092627    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.458148926497    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.523598790169    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.589048624039    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.654498457909    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.719948291779    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.785398185253    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.850848019123    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.916297852993    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.981747686863    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.047197580338    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.112647414207    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.178097248077    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.243547081947    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.308996915817    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.374446749687    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.439896583557    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.505346536636    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -1.570796370506    -3.138428688049    -2.241772413254     0.000000000000 
    0.000000000000     0.000000000000    -0.000000000000    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.065449848771    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.130899697542    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.196349546313    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.261799395084    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.327249228954    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.392699092627    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.458148926497    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.523598790169    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.589048624039    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.654498457909    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.719948291779    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.785398185253    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.850848019123    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.916297852993    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.981747686863    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.047197580338    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.112647414207    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.178097248077    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.243547081947    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.308996915817    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.374446749687    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.439896583557    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.505346536636    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -1.570796370506    -3.169096946716    -2.263678550720     0.000000000000 
    0.000000000000     0.000000000000    -0.000000000000    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.065449848771    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.130899697542    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.196349546313    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.261799395084    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.327249228954    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.392699092627    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.458148926497    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.523598790169    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.589048624039    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.654498457909    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.719948291779    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.785398185253    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.850848019123    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.916297852993    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.981747686863    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.047197580338    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.112647414207    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.178097248077    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.243547081947    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.308996915817    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.374446749687    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.439896583557    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.505346536636    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -1.570796370506    -3.199764966965    -2.285584688187     0.000000000000 
    0.000000000000     0.000000000000    -0.000000000000    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.065449848771    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.130899697542    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.196349546313    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.261799395084    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.327249228954    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.392699092627    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.458148926497    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.523598790169    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.589048624039    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.654498457909    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.719948291779    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.785398185253    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.850848019123    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.916297852993    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.981747686863    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.047197580338    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.112647414207    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.178097248077    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.243547081947    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.308996915817    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.374446749687    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.439896583557    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.505346536636    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -1.570796370506    -3.230433225632    -2.307491064072     0.000000000000 
    0.000000000000     0.000000000000    -0.000000000000    -3.261101484299    -2.329397201538     0.000000000000 
